ID,Year,Host,strain name
EPI1944225,2021,Charadriiformes,A/black-headed gull/Germany-NI/AI05962/2021
EPI2246993,2022,Galliformes,A/Chicken/ON/FAV-0217-05/2022
EPI3461376,2024,Carnivora,A/red fox/New Mexico/24-014026-001/2024
EPI1987364,2022,mammals,A/red fox/Netherlands/22002993-003 /2022
EPI2639803,2023,Aves,A/Black-Headed_Gull/England/260445/2023
EPI2559607,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2556-2/2023
EPI2766646,2021,Aves,A/grey heron/Croatia/132-a/2021
EPI3280324,2023,Anseriformes,A/wood duck/North Carolina/W24-011A/2023
EPI3314952,2022,Aves,A/Layer_Chicken/BC/FAV-1595-1/2022
EPI2428409,2022,Aves,A/great_blue_heron/BC/AIVPHL-147/2022
EPI2258959,2022,Aves,A/turkey/Idaho/22-014701-001/2022
EPI2139720,2021,Galliformes,A/turkey/Italy/21VIR9648-2/2021
EPI3310596,2022,Aves,A/Northern_Gannet/NL/FAV-0904-6/2022
EPI2008521,2022,Anseriformes,A/Greylag goose/Sweden/SVA220308SZ0382/FB000559/M-2022
EPI3302986,2022,Aves,A/Bald_Eagle/ON/FAV-0301-4/2022
EPI2428401,2022,Aves,A/great_horned_owl/BC/AIVPHL-146/2022
EPI3447096,2023,Aves,A/mallard/North Dakota/23-034426-005-original/2023
EPI3308288,2022,Aves,A/Great_Black-Backed_Gull/QC/FAV-0792-2/2022
EPI3226891,2023,Anseriformes,A/duck/Bangladesh/58591/2023
EPI2461884,2023,Aves,A/Great black-backed gull/Netherlands/2/2023
EPI2246984,2022,Galliformes,A/Chicken/ON/FAV-0208-144/2022
EPI1999321,2022,Anseriformes,A/swan/Netherlands/22005126-001/2022
EPI2766638,2021,Aves,A/grey heron/Croatia/132-b/2021
EPI3280316,2023,Anseriformes,A/wood duck/South Carolina/W23-970B/2023
EPI3461360,2024,Galliformes,A/chicken/Michigan/24-013788-002/2024
EPI2711525,2022,Anseriformes,A/Merganser/Pennsylvania/USDA-008909-005/2022
EPI2139712,2021,Galliformes,A/turkey/Italy/21VIR9579-10/2021
EPI3310588,2022,Aves,A/Canada_Goose/BC/OTH-0134-1/2022
EPI2198078,2022,Aves,A/Mallard/Netherlands/22/2022
EPI3302978,2022,Aves,A/Turkey_Vulture/QC/FAV-0619-1/2022
EPI2703913,2022,Aves,A/Red-tailed Hawk/Minnesota/USDA-011871-004/2022
EPI2709218,2022,Aves,A/American Wigeon/North Carolina/USDA-001672-009/2022
EPI3447088,2023,Aves,A/mallard/North Dakota/23-034426-003-original/2023
EPI3226883,2023,Anseriformes,A/duck/Bangladesh/58592/2023
EPI2198070,2022,Aves,A/Mallard/Netherlands/21/2022
EPI2461878,2023,Aves,A/European herring gull/Netherlands/7/2023
EPI2416426,2023,Aves,A/great egret/Luxembourg/23040216/2023
EPI704002,2015,Anseriformes,A/common pochard/Shanxi/16L/2015
EPI3447080,2023,Aves,A/mallard/North Dakota/23-034423-017-original/2023
EPI3308272,2022,Aves,A/Common_Raven/QC/FAV-0838-3/2022
EPI2461873,2023,Aves,A/European herring gull/Netherlands/6/2023
EPI3410604,2024,Galliformes,A/turkey/Michigan/24-011230-002/2024
EPI2246973,2022,Galliformes,A/Chicken/ON/FAV-0208-133/2022
EPI2904532,2023,Aves,A/black-headed Gull/Germany-SH/2023AI08829/2023
EPI1987348,2022,Aves,A/wild bird/Netherlands/22002833-002/2022
EPI2885857,2022,Galliformes,A/chicken/Aomori/21B3T/2021
EPI3310572,2022,Aves,A/American_White_Pelican/SK/FAV-0912-12/2022
EPI3302962,2022,Aves,A/Turkey_Vulture/ON/FAV-0282-6/2022
EPI3596906,2024,Anseriformes,A/Duck/Volta/AI-T-24-451/2024
EPI2461868,2023,Aves,A/European herring gull/Netherlands/5/2023
EPI2709202,2022,Aves,A/American Crow/North Dakota/USDA-011564-005/2022
EPI2461864,2023,Aves,A/European herring gull/Netherlands/4/2023
EPI2246965,2022,Anseriformes,A/Canada Goose/ON/FAV-0187-01/2022
EPI2742683,2022,Aves,A/white-fronted goose/Korea/22WC116/2022
EPI2609177,2023,Galliformes,A/chicken/Nuble/239136/2023
EPI2053945,2022,mammal,A/fox/Wisconsin/22-014746-023/2022
EPI2198056,2022,Aves,A/Mallard/Netherlands/19/2022
EPI2258927,2022,Aves,A/chicken/Minnesota/22-014663-001/2022
EPI3310564,2022,Aves,A/Great_Shearwater/NL/FAV-0905-1/2022
EPI3391916,2023,Aves,A/domestic goose/Missouri/23-039017-001-original/2023
EPI3302954,2022,Aves,A/Snow_Goose/SK/FAV-0575-29/2022
EPI3260715,2024,Artiodactyla,A/dairy cow/Texas/24_009495-001/2024
EPI3447064,2023,Aves,A/mallard/North Dakota/23-034423-011-original/2023
EPI2885841,2022,Galliformes,A/chicken/Aomori/21B1C/2021
EPI2461857,2023,Aves,A/Eurasian oystercatcher/Netherlands/1/2023
EPI2041974,2021,Galliformes, A/turkey/Israel/537/2021
EPI2904516,2023,Aves,A/domestic goose/Germany-MV/2023AI09159/2023
EPI2246956,2022,Accipitriformes,A/Bald Eagle/ON/FAV-0178-02/2022
EPI1963392,2021,Galliformes,A/chicken/Scotland/054477/2021
EPI2873872,2023,Aves,A/turkey/Minnesota/23-034438-001/2023
EPI2586389,2023,Aves,A/peruvian_booby/Peru/LIM-INS-012/2023
EPI2603864,2023,Aves,A/Black-Headed_Gull/England/400845/2023
EPI2609169,2023,Galliformes,A/chicken/Nuble/240155/2023
EPI2053937,2022,mammal,A/fox/Wisconsin/22-014746-016/2022
EPI2586381,2023,mammal,A/sea_lion/Peru/TAC-INS-011/2023
EPI2455181,2022,Host,A/Pelecanus/Peru/VFAR-140/2022
EPI3391908,2023,Aves,A/turkey/South Dakota/23-038978-001-original/2023
EPI3302946,2022,Aves,A/Snow_Goose/SK/FAV-0575-2/2022
EPI3484899,2024,Aves,A/American_Crow/BC/AIVPHL-1874/2024
EPI3447056,2023,Aves,A/green-winged teal/North Dakota/23-034422-017-original/2023
EPI2427998,2022,Aves,A/avian/BC/AIVPHL-52/2022
EPI3226851,2023,Anseriformes,A/duck/Bangladesh/58661/2023
EPI2258911,2022,mammal,A/fox/Michigan/22-014536-007/2022
EPI3391900,2023,Aves,A/turkey/Wisconsin/23-038683-002-original/2023
EPI1963384,2021,Galliformes,A/guineafowl/Scotland/054471/2021
EPI3484891,2023,Aves,A/Bald_Eagle/BC/AIVPHL-1455/2023
EPI2742667,2022,Aves,A/Hooded crane/Korea/22WC083/2022
EPI2461841,2023,Aves,A/Black-headed gull/Netherlands/8/2023
EPI2873864,2023,Aves,A/turkey/South Dakota/23-034372-002/2023
EPI2246942,2022,Galliformes,A/Turkey/ON/FAV-0162-144/2022
EPI2904500,2023,Aves,A/barn owl/Germany-NI/2023AI09096/2023
EPI2603856,2023,Aves,A/Black-Headed_Gull/England/350135/2023
EPI2455177,2022,Anseriformes,A/greylag_goose/Czech_Republic/94_orig/2023
EPI2053929,2022,mammal,A/fox/Wisconsin/22-014746-010/2022
EPI2586373,2023,mammal,A/sea_lion/Peru/TAC-INS-010/2023
EPI2900140,2023,Aves,A/Herring_Gull/Scotland/340203/2023
EPI3302938,2022,Aves,A/Snow_Goose/SK/FAV-0575-1/2022
EPI3447048,2023,Aves,A/mallard/South Dakota/23-032221-011-original2/2023
EPI3302930,2022,Aves,A/Rosss_Goose/SK/FAV-0575-33/2022
EPI2427984,2022,Aves,A/avian/BC/AIVPHL-47/2022
EPI1963376,2021,Galliformes,A/chicken/Wales/053969/2021
EPI3484883,2024,Aves,A/Barred_Owl/BC/AIVPHL-1810/2024
EPI2742659,2022,Anseriformes,A/swan/Korea/22WC086/2022
EPI2461833,2023,Aves,A/Black-headed gull/Netherlands/7/2023
EPI2603848,2023,Aves,A/Black-Headed_Gull/England/350132/2023
EPI2742651,2022,Aves,A/Bean goose/Korea/22WC079/2022
EPI2609149,2023,Galliformes,A/chicken/Nuble/241681-1/2023
EPI2586365,2023,Aves,A/guanay_cormorant/Peru/CAL-INS-009/2023
EPI2603840,2023,Aves,A/Reed_Warbler/England/125961/2023
EPI2998387,2024,Aves,A/common buzzard /Sweden/SVA240124SZ0288/FB000213/M-2024
EPI2609143,2023,Galliformes,A/chicken/OHiggins/241252-1/2023
EPI2455161,2023,Aves,A/great_egret/Czech_Republic/3051-1orig/2023
EPI2053913,2022,mammal,A/fox/Minnesota/22-014660-002/2022
EPI3226835,2023,Anseriformes,A/duck/Bangladesh/58662/2023
EPI3302922,2022,Aves,A/Green-Winged_Teal/ON/FAV-0274-2/2022
EPI2427976,2022,Aves,A/avian/BC/AIVPHL-45/2022
EPI3484875,2024,Aves,A/Cooper_s_Hawk/BC/AIVPHL-2119/2024
EPI2461828,2023,Aves,A/Black-headed gull/Netherlands/13/2023
EPI2246929,2022,Accipitriformes,A/Bald eagle/ON/FAV-0221-02/2022
EPI2873849,2023,Aves,A/turkey/South Dakota/23-034372-001/2023
EPI2427971,2022,Aves,A/bald_eagle/BC/AIVPHL-58/2022
EPI2461820,2023,Aves,A/Black-headed gull/Netherlands/12/2023
EPI2246921,2022,Accipitriformes,A/Bald Eagle/ON/FAV-0221-01/2022
EPI2742643,2022,Aves,A/white-fronted goose/Korea/22WC099/2022
PQ051642,2024,Artiodactyla,A/cattle/ID/24-014338-002-original/2024
EPI2586357,2023,Aves,A/peruvian_booby/Peru/CAL-INS-008/2023
EPI2603832,2023,Aves,A/Common_Tern/England/260258/2023
EPI2900124,2023,Aves,A/Antarctic_tern/King_Edward_Point/141271/2023
EPI2998377,2024,Aves,A/common buzzard /Sweden/SVA240124SZ0288/FB000212/M-2024
EPI573286,2014,Anseriformes,A/American green-winged teal/Washington/195750/2014
EPI2609133,2023,Galliformes,A/chicken/OHiggins/241252-6/2023
EPI3208195,2024,Carnivora,A/feline/New Mexico/24-009116-002/2024
EPI2455153,2023,Galliformes,A/turkey/Czech_Republic/66_orig/2023
EPI2893419,2023,Aves,A/Common Buzzard/Netherlands/1/2023
EPI3226827,2023,Anseriformes,A/duck/Bangladesh/58663/2023
PP576998,2023,Anseriformes,A/wood duck/Georgia/W24-007B/2023
EPI3484867,2024,Aves,A/Bald_Eagle/BC/AIVPHL-2124/2024
EPI3308216,2022,Aves,A/Northern_Gannet/NL/FAV-0745-1/2022
EPI2427963,2022,Aves,A/bald_eagle/BC/AIVPHL-57/2022
EPI3277573,2023,Aves,A/turkey/Washington/23-037272-001/2023
EPI2461813,2023,Aves,A/Black-headed gull/Netherlands/11/2023
EPI1963352,2021,Aves,A/Mallard/Netherlands/13/2021
EPI3041418,2022,Aves,A/Great_black-backed_gull/Norway/2022-07-3018-3/2022
EPI2246913,2022,Accipitriformes,A/Bald Eagle/PEI/FAV-0172/2022
EPI2742635,2022,Aves,A/black-headed gull/Korea/22WC077/2022
EPI2586349,2023,Aves,A/peruvian_booby/Peru/CAL-INS-007/2023
EPI2603824,2023,Aves,A/Black-Headed_Gull/England/260252/2023
EPI2578739,2021,Anseriformes,A/mute_swan/Bosnia_and_Herzegovina/213/2021
EPI2609126,2023,Anseriformes,A/goose/Araucania/239189-1/2023
EPI2586341,2023,Charadriiformes,A/gull/Peru/LIM-INS-006/2023
EPI2998365,2024,Aves,A/Eurasian goshawk /Sweden/SVA240124SZ0281/FB000206/D-2024
EPI3310516,2022,Aves,A/Northern_Gannet/NL/FAV-0903-3/2022
EPI2222976,2022,Anseriformes,A/Barnacle Goose/Netherlands/22019555-001/2022
EPI3484859,2024,Aves,A/Merlin/BC/AIVPHL-2103/2024
PP576984,2023,Anseriformes,A/snow goose/Tennessee/W23-940/2023
EPI2427955,2022,Aves,A/northwestern_crow/BC/AIVPHL-56/2022
EPI3277565,2023,Aves,A/chicken/North Dakota/23-037267-001/2023
EPI2461805,2023,Aves,A/Black-headed gull/Netherlands/10/2023
EPI338795,2007,Galliformes,A/chicken/Bangladesh/BL-4/2007
EPI2873828,2023,Aves,A/turkey/South Dakota/23-034369-001/2023
EPI3484851,2024,Aves,A/Canada_Goose/BC/AIVPHL-2080/2024
EPI338794,2008,Galliformes,A/chicken/Bangladesh/BL-84T/2008
EPI338793,2009,Galliformes,A/chicken/Bangladesh/BL-434/2009
EPI2246905,2022,Accipitriformes,A/Bald Eagle/PEI/FAV-0129-01/2022
EPI2742627,2022,Environment,A/Em/Korea/22WF229-3P/2022
EPI338792,2009,Galliformes,A/chicken/Bangladesh/BL-440/2009
EPI338791,2010,Galliformes,A/chicken/Bangladesh/BL-469/2010
EPI2708770,2022,Aves,A/Black Vulture/Florida/USDA-009376-003/2022
EPI2603816,2023,Aves,A/Peregrine_Falcon/England/260225/2023
EPI2455137,2022,Galliformes,A/chicken/Czech_Republic/23869-2orig/2022
EPI2586333,2023,Aves,A/peruvian_booby/Peru/LIM-INS-005/2023
EPI2998357,2024,Anseriformes,A/barnacle goose/Sweden/SVA240123SZ0324/FB000192/M-2024
EPI3310508,2022,Aves,A/Common_Tern/NL/FAV-0903-4/2022
EPI3226803,2023,Anseriformes,A/duck/Bangladesh/58745/2023
EPI2427947,2022,Aves,A/bald_eagle/BC/AIVPHL-44/2022
EPI3310500,2022,Aves,A/Canada_Goose/BC/FAV-0899-15/2022
EPI338789,2011,Galliformes,A/chicken/Bangladesh/BL-499/2011
EPI3277557,2023,Aves,A/chicken/Nebraska/23-037257-001/2023
EPI338788,2011,Galliformes,A/chicken/Bangladesh/BL-543/2011
EPI338787,2011,Galliformes,A/chicken/Bangladesh/BL-558/2011
EPI338786,2011,Anseriformes,A/duck/Bangladesh/BoBL-3/2011
EPI338785,2011,Galliformes,A/quail/Bangladesh/Q-2/2011
EPI2427941,2022,Aves,A/american_white_pelican/BC/AIVPHL-53/2022
EPI2603808,2023,Aves,A/Common_Tern/England/327279/2023
EPI2873810,2023,Aves,A/turkey/Minnesota/23-034358-001/2023
EPI284577,2008,Aves,A/duck/Vietnam/NCVD-001/2008
EPI2455129,2022,Galliformes,A/chicken/Czech_Republic/23869-1orig/2022
PQ718713,2022,Thayers_Charadriiformes,A/Thayer's Gull/AK/22-036618-001-original/2022
EPI2586325,2023,Aves,A/peruvian_booby/Peru/LIM-INS-004/2023
EPI2998349,2024,Charadriiformes,A/European herring gull/Sweden/SVA240116SZ0354/FB000121/M-2024
EPI2609103,2023,Aves,A/Black Skimmer/Maule/240379/2023
EPI2455121,2022,Galliformes,A/chicken/Czech_Republic/23309-4orig/2022
EPI2998341,2024,Anseriformes,A/mallard/Sweden/SVA240117SZ0347/FB000141/AB-2024
EPI2697694,2023,Charadriiformes,A/black-headed-gull/Finland/8134/2023
EPI3277549,2023,Aves,A/turkey/South Dakota/23-037252-002/2023
EPI1963328,2021,Aves,A/Herring Gull/Netherlands/1/2021
EPI3484835,2024,Aves,A/Dunlin/BC/AIVPHL-2057/2024
EPI3277541,2023,Aves,A/turkey/South Dakota/23-037251-002/2023
EPI1963320,2021,Galliformes,A/pheasant/Wales/385129/2021
EPI2742603,2022,Aves,A/Em/Korea/22WF205-13P/2022
EPI2704394,2022,Anseriformes,A/Ross's Goose/North Dakota/USDA-011218-005/2022
EPI1994498,2022,Aves,A/Common Buzzard/Sweden/SVA220127SZ0301/FB000177/M-2022
EPI2704390,2022,Galliformes,A/Ross's Goose/Iowa/USDA-008378-001/2022
EPI2998333,2024,Anseriformes,A/barnacle goose/Sweden/SVA240116SZ0351/FB000119/M-2024
EPI1994490,2022,Aves,A/Common Buzzard/Sweden/SVA220127SZ0296/FB000176/M-2022
PP576957,2023,Anseriformes,A/Ross's goose/Kansas/W23-930G/2023
EPI3484827,2024,Aves,A/Dunlin/BC/AIVPHL-2056/2024
EPI2708746,2022,Aves,A/Black Vulture/Florida/USDA-009379-001/2022
EPI1963312,2021,Galliformes,A/chicken/England/053052/2021
EPI2708741,2022,Accipitriformes,A/Bald Eagle/Wisconsin/USDA-011350-001/2022
EPI3604095,2024,Artiodactyla,A/dairy cow/USA/24_027502-001/2024
EPI2455105,2022,Galliformes,A/chicken/Czech_Republic/23309-1orig/2022
EPI1994482,2022,Aves,A/ Eurasian magpie/Sweden/SVA220107SZ0188/FB000039/N-2022
EPI3484819,2024,Aves,A/Dunlin/BC/AIVPHL-2055/2024
EPI3484811,2024,Aves,A/Dunlin/BC/AIVPHL-2054/2024
EPI2427911,2022,Aves,A/chicken/BC/AIVPHL-24/2022
EPI3604088,2024,Artiodactyla,A/dairy cow/USA/24_028356-001/2024
EPI2704377,2022,Aves,A/Red-tailed Hawk/Iowa/USDA-011298-001/2022
EPI1951333,2021,Aves,A/great egret/Czech_Republic/23609/2021
EPI2035217,2022,Aves,A/turkey/North Carolina/22-009332-001/2022
EPI3604081,2024,Artiodactyla,A/dairy cow/USA/24_027475-001/2024
EPI2550395,2023,Galliformes,A/chicken/Niger/67-23_23VIR3551-36/2023
EPI3040992,2022,Aves,A/Northern_gannet/Norway/2022-07-1234-2/2022
EPI1994474,2021,Charadriiformes,A/European Herring Gull/ Sweden/SVA220105SZ0249/FB000036/K-2021
EPI2078354,2022,Charadriiformes,A/gull/France/22P015977/2022
EPI2697666,2023,Carnivora,A/arctic-fox/Finland/615/2023
PP576937,2023,Anseriformes,A/trumpeter swan/Kansas/W23-928/2023
EPI3277517,2023,Aves,A/turkey/North Dakota/23-037249-001/2023
EPI3484803,2024,Aves,A/Dunlin/BC/AIVPHL-2053/2024
EPI3307786,2022,Aves,A/Rough-Legged_Hawk/QC/FAV-0717-5/2022
EPI2035209,2022,Aves,A/turkey/South Dakota/22-009330-002/2022
EPI2704366,2022,Galliformes,A/Ross's Goose/North Dakota/USDA-009481-001/2022
EPI3604073,2024,Artiodactyla,A/dairy cow/USA/24_028489-005/2024
EPI2550387,2023,Anseriformes,A/goose/Niger/59-23_23VIR3551-35/2023
EPI3040985,2022,Aves,A/Northern_gannet/Norway/2022-07-1234-1/2022
EPI1994466,2021,Anseriformes,A/barnacle goose/Sweden/SVA220105SZ0248/FB000038/K-2021
EPI2608697,2023,Aves,A/common_tern/Czech_Republic/8807-4/2023
EPI3628003,2024,Anseriformes,A/wigeon/Italy/24VIR8758/2024
PP576926,2023,Anseriformes,A/Ross's goose/Kansas/W23-930F/2023
EPI3277509,2023,Aves,A/mallard/South Dakota/23-031574-001/2023
EPI2708717,2022,Accipitriformes,A/Bald Eagle/Wisconsin/USDA-012897-001/2022
EPI2528494,2022,Anseriformes,A/duck/Egypt/BA20360C/2022
EPI2622969,2023,Aves,A/Sandwich Tern/Netherlands/7/2023
EPI3307778,2022,Aves,A/Northern_Gannet/PE/FAV-0657-1/2022
EPI1951317,2021,Aves,A/grey heron/Czech_Republic/23608/2021
EPI3040979,2022,Aves,A/Northern_gannet/Norway/2022-07-1143-1/2022
EPI1994458,2021,Anseriformes,A/barnacle goose/Sweden/SVA220104SZ0295/FB000013/M-2022
EPI2550371,2023,Galliformes,A/chicken/Niger/51-23_23VIR3551-29/2023
EPI2259383,2022,Aves,A/chicken/Idaho/22-015410-001/2022
EPI2608689,2023,Aves,A/common_tern/Czech_Republic/8807-1/2023
PP576919,2023,Anseriformes,A/snow goose/Kansas/W23-930E/2023
EPI2608681,2023,Falconiformes,A/peregrine_falcon/Czech_Republic/8420/2023
EPI2697642,2023,Carnivora,A/fox/Finland/610/2023
EPI2708702,2022,Aves,A/Black Vulture/Florida/USDA-006981-001/2022
EPI1951309,2021,Galliformes,A/chicken/Czech_Republic/23404/2021
EPI3604057,2024,Artiodactyla,A/dairy cow/USA/24_028512-001/2024
EPI3052932,2023,Anseriformes,A/mute_swan/Austria/23165593/2023
EPI3307762,2022,Aves,A/Northern_Gannet/PE/FAV-0634-1/2022
EPI3040966,2022,Aves,A/Northern_gannet/Norway/2022-07-1139-1/2022
EPI1951301,2021,Anseriformes,A/goose/Czech_Republic/22608-2/2021
EPI2886297,2022,Corvidae,A/jungle crow/Hokkaido/0103Q075T/2022
EPI2550363,2023,Galliformes,A/chicken/Niger/43-23_23VIR3551-25/2023
EPI2259375,2022,Aves,A/chicken/Idaho/22-015409-001/2022
EPI3040960,2022,Accipitriformes,A/White-tailed_eagle/Norway/2022-07-1118-1/2022
PQ468757,2024,Primates,A/California/147/2024
PP576907,2023,Anseriformes,A/wood duck/Georgia/W24-007D/2023
PQ468755,2024,Primates,A/California/149/2024
EPI2697634,2023,Carnivora,A/fox/Finland/602/2023
EPI3411033,2024,Artiodactyla,A/dairy cow/Ohio/24_010202-014/2024
PQ468753,2024,Primates,A/California/148/2024
PP576900,2023,Anseriformes,A/wood duck/Georgia/W24-007A/2023
EPI3315368,2022,Aves,A/Chicken/BC/FAV-1640-1/2022
EPI3604049,2024,Artiodactyla,A/dairy cow/USA/24_028537-001/2024
EPI2122868,2022,Aves,A/Phalacrocorax_carbo/Belgium/1734_0002/2022
EPI2886289,2022,Corvidae,A/jungle crow/Hokkaido/0103Q074T/2022
EPI2550355,2023,Anseriformes,A/goose/Niger/41-23_23VIR3551-23/2023
EPI3303394,2022,Aves,A/Canada_Goose/AB/FAV-0505-4/2022
EPI2122860,2022,Charadriiformes_canus,A/Larus_canus/Belgium/1668_0019/2022
EPI2886281,2022,Corvidae,A/jungle crow/Hokkaido/0103B076T/2022
EPI2622937,2023,Aves,A/Sandwich Tern/Netherlands/3/2023
EPI3307746,2022,Aves,A/Northern_Gannet/PE/FAV-0632-1/2022
EPI3315352,2022,Aves,A/Chicken/BC/FAV-1639-3/2022
EPI3442199,2024,Galliformes,A/turkey/Minnesota/24-014685-002/2024
EPI2550347,2023,Aves,A/layer/Niger/40-23_23VIR3551-22/2023
EPI2259359,2022,Aves,A/chicken/Idaho/22-015407-001/2022
EPI1994426,2022,Anseriformes,A/Mute Swan/Sweden/SVA220103SZ0264/FB000005/AB-2022
EPI2697618,2023,Carnivora,A/arctic-fox/Finland/660/2023
EPI2622929,2023,Aves,A/European herring gull/Netherlands/15/2023
EPI1843642,2020,Anseriformes,A/greater_white-fronted_goose/Italy/20VIR8073-4/2020
EPI3052902,2024,Aves,A/crane/Austria/24004263-001/2024
EPI2704318,2022,Galliformes,A/Ross's Goose/Minnesota/USDA-011226-001/2022
EPI3358489,2023,Aves,A/cinnamon teal/California/23-032991-011/2023
EPI2622921,2023,Aves,A/Common Tern/Netherlands/10/2023
EPI3040938,2022,Aves,A/Northern_gannet/Norway/2022-07-1116-1/2022
EPI3303378,2022,Aves,A/Black-Billed_Magpie/MB/FAV-0303-20/2022
EPI3261139,2024,Aves,A/crow/Illinois/24_004479-002/2024
EPI1994418,2022,Anseriformes,A/Mute Swan/Sweden/SVA220103SZ0264/FB000004/AB-2022
EPI2886265,2022,Corvidae,A/jungle crow/Hokkaido/0102Q073T/2022
EPI3358481,2023,Aves,A/mallard/Colorado/23-030893-0012/2023
EPI2550331,2023,Galliformes,A/chicken/Niger/22-23_23VIR3551-19/2023
EPI2259343,2022,Aves,A/turkey/Minnesota/22-015400-001/2022
EPI2886262,2022,Galliformes,A/chicken/Hokkaido/21D5T/2022
EPI3040930,2022,Aves,A/Northern_gannet/Norway/2022-07-1115-1/2022
EPI1994410,2022,Galliformes,A/Chicken/Sweden/SVA220301SZ0012/FB049029/M-2022
EPI2616254,2023,Aves,A/wildbird-Fregata-magnificens/Ecuador/IC06-4590/2023
EPI2743099,2023,Aves,A/white-fronted goose/Korea/22WC405/2023
EPI2573893,2023,Aves,A/Black-Headed_Gull/England/059281/2023
EPI2311495,2022,Charadriiformes_marinus,A/great black-backed gull/MA/GBBG_20220615_1/2022
EPI2622913,2023,Aves,A/Caspian gull/Netherlands/4/2023
EPI3307722,2022,Aves,A/Herring_Gull/QC/FAV-0660-16/2022
EPI672810,2014,Galliformes,A/turkey/Egypt/11/2014
EPI3489674,2023,Aves,A/Brown Skua/South Georgia and the South Sandwich Islands/80/2023
EPI2122833,2022,Podicipediformes,A/Tachybaptus_ruficollis/Belgium/1234_0008/2022
EPI2550323,2023,Anseriformes,A/duck/Niger/19-23_23VIR3551-17/2023
EPI3040924,2022,Aves,A/Northern_gannet/Norway/2022-07-1073-4/2022
EPI3358472,2023,Aves,A/mallard/Montana/23-030714-0012/2023
EPI2259335,2022,Aves,A/chicken/Minnesota/22-015398-002/2022
EPI2886255,2022,Corvidae,A/jungle crow/Hokkaido/0102Q072T/2022
EPI3303362,2022,Aves,A/Bald_Eagle/SK/FAV-0802-30/2022
EPI2616249,2023,Aves,A/wildbird-Fregata-magnificens/Ecuador/IC03-4587/2023
EPI3261123,2024,Galliformes,A/chicken/Texas/24_009654-004/2024
EPI2608636,2023,Carnivora,A/Red fox/Germany/51023-261/2023
EPI672809,2014,Galliformes,A/chicken/Egypt/10/2014
EPI3315328,2022,Aves,A/Canada_Goose/NB/FAV-0009-1/2022
EPI672808,2014,Galliformes,A/chicken/Egypt/9/2014
EPI2311487,2022,Accipitriformes,A/red-tailed hawk/MA/22MM00792/2022
EPI672807,2014,Galliformes,A/chicken/Egypt/8/2014
EPI672806,2014,Anseriformes,A/duck/Egypt/7/2014
EPI672805,2014,Anseriformes,A/duck/Egypt/6/2014
EPI672804,2014,Galliformes,A/turkey/Egypt/5/2014
EPI672803,2014,Galliformes,A/chicken/Egypt/4/2014
EPI672802,2014,Galliformes,A/chicken/Egypt/3/2014
EPI672801,2014,Anseriformes,A/duck/Egypt/2/2014
EPI3315320,2022,Aves,A/Coopers_Hawk/ON/FAV-1675-5/2022
EPI672800,2014,Anseriformes,A/duck/Egypt/1/2014
EPI2122825,2022,Charadriiformes,A/Larus_argentatus/Belgium/595_0008/2022
EPI3040916,2022,Aves,A/Northern_gannet/Norway/2022-07-1073-2/2022
EPI2259327,2022,Aves,A/chicken/Minnesota/22-015398-001/2022
EPI2886246,2022,Galliformes,A/chicken/Hokkaido/21D4T/2022
EPI1950887,2021,Anseriformes,A/mute_swan/Romania/16790_21VIR11355/2021
EPI3303354,2022,Aves,A/Turkey_Vulture/QC/FAV-0433-1/2022
